nombre,ruc,direccion,telefono,_class
Proveedor 1521,894474847,"Carrera 24 # 98-65, Cartagena",306272050,com.ShopMaster.Model.Proveedor
Proveedor 1522,891465091,"Carrera 53 # 42-51, Bogotá",319533673,com.ShopMaster.Model.Proveedor
Proveedor 1523,899384715,"Carrera 27 # 69-76, Medellín",311257684,com.ShopMaster.Model.Proveedor
Proveedor 1524,896066069,"Carrera 81 # 16-30, Medellín",317666949,com.ShopMaster.Model.Proveedor
Proveedor 1525,899212958,"Carrera 58 # 46-5, Bogotá",305691463,com.ShopMaster.Model.Proveedor
Proveedor 1526,897345346,"Carrera 92 # 19-7, Barranquilla",312222664,com.ShopMaster.Model.Proveedor
Proveedor 1527,894982551,"Carrera 72 # 55-13, Bogotá",306925556,com.ShopMaster.Model.Proveedor
Proveedor 1528,891161354,"Carrera 21 # 70-89, Bogotá",318112337,com.ShopMaster.Model.Proveedor
Proveedor 1529,898252454,"Carrera 6 # 49-47, Barranquilla",317483018,com.ShopMaster.Model.Proveedor
Proveedor 1530,895608497,"Carrera 63 # 57-67, Barranquilla",303761222,com.ShopMaster.Model.Proveedor
Proveedor 1531,895447672,"Carrera 14 # 38-62, Barranquilla",312417860,com.ShopMaster.Model.Proveedor
Proveedor 1532,899640009,"Carrera 5 # 87-29, Cartagena",314965400,com.ShopMaster.Model.Proveedor
Proveedor 1533,891002151,"Carrera 100 # 96-8, Barranquilla",306809780,com.ShopMaster.Model.Proveedor
Proveedor 1534,898133060,"Carrera 1 # 88-76, Bogotá",318440619,com.ShopMaster.Model.Proveedor
Proveedor 1535,894928020,"Carrera 75 # 79-67, Cartagena",309454843,com.ShopMaster.Model.Proveedor
Proveedor 1536,896164417,"Carrera 39 # 72-41, Barranquilla",311909423,com.ShopMaster.Model.Proveedor
Proveedor 1537,895223235,"Carrera 70 # 36-94, Bogotá",308958455,com.ShopMaster.Model.Proveedor
Proveedor 1538,895038472,"Carrera 6 # 67-68, Cali",308089435,com.ShopMaster.Model.Proveedor
Proveedor 1539,895285806,"Carrera 30 # 3-6, Barranquilla",305428365,com.ShopMaster.Model.Proveedor
Proveedor 1540,891552064,"Carrera 76 # 20-11, Bogotá",318489036,com.ShopMaster.Model.Proveedor
Proveedor 1541,895880271,"Carrera 56 # 39-95, Barranquilla",303992289,com.ShopMaster.Model.Proveedor
Proveedor 1542,899599054,"Carrera 39 # 5-10, Barranquilla",312981902,com.ShopMaster.Model.Proveedor
Proveedor 1543,898247455,"Carrera 37 # 55-74, Cartagena",317234845,com.ShopMaster.Model.Proveedor
Proveedor 1544,892334569,"Carrera 10 # 5-83, Bogotá",304449930,com.ShopMaster.Model.Proveedor
Proveedor 1545,894825871,"Carrera 42 # 15-42, Cali",303413989,com.ShopMaster.Model.Proveedor
Proveedor 1546,893015265,"Carrera 71 # 12-89, Cali",317278791,com.ShopMaster.Model.Proveedor
Proveedor 1547,895859097,"Carrera 81 # 42-40, Barranquilla",302407598,com.ShopMaster.Model.Proveedor
Proveedor 1548,898002973,"Carrera 40 # 60-75, Cali",306192250,com.ShopMaster.Model.Proveedor
Proveedor 1549,892294639,"Carrera 72 # 32-27, Cartagena",306874933,com.ShopMaster.Model.Proveedor
Proveedor 1550,896882365,"Carrera 11 # 69-46, Medellín",315577757,com.ShopMaster.Model.Proveedor
Proveedor 1551,896751649,"Carrera 7 # 99-70, Bogotá",312508146,com.ShopMaster.Model.Proveedor
Proveedor 1552,893724450,"Carrera 41 # 84-22, Bogotá",306292001,com.ShopMaster.Model.Proveedor
Proveedor 1553,897051959,"Carrera 83 # 43-33, Bogotá",314011107,com.ShopMaster.Model.Proveedor
Proveedor 1554,891621638,"Carrera 82 # 60-89, Cali",312504254,com.ShopMaster.Model.Proveedor
Proveedor 1555,896831475,"Carrera 5 # 32-35, Cali",313932851,com.ShopMaster.Model.Proveedor
Proveedor 1556,892087926,"Carrera 9 # 89-59, Bogotá",319497871,com.ShopMaster.Model.Proveedor
Proveedor 1557,892571846,"Carrera 89 # 84-52, Medellín",309365852,com.ShopMaster.Model.Proveedor
Proveedor 1558,896099297,"Carrera 88 # 2-38, Medellín",304885676,com.ShopMaster.Model.Proveedor
Proveedor 1559,898007730,"Carrera 38 # 2-74, Cartagena",313258160,com.ShopMaster.Model.Proveedor
Proveedor 1560,894345534,"Carrera 47 # 1-29, Barranquilla",318901664,com.ShopMaster.Model.Proveedor
Proveedor 1561,899409109,"Carrera 78 # 55-61, Cali",319713391,com.ShopMaster.Model.Proveedor
Proveedor 1562,896778134,"Carrera 43 # 11-18, Cartagena",301259344,com.ShopMaster.Model.Proveedor
Proveedor 1563,895418548,"Carrera 11 # 59-9, Cartagena",319441073,com.ShopMaster.Model.Proveedor
Proveedor 1564,898011373,"Carrera 96 # 23-69, Cartagena",305095401,com.ShopMaster.Model.Proveedor
Proveedor 1565,895947358,"Carrera 50 # 59-100, Cali",305964968,com.ShopMaster.Model.Proveedor
Proveedor 1566,898037002,"Carrera 14 # 3-37, Cali",316689866,com.ShopMaster.Model.Proveedor
Proveedor 1567,896865960,"Carrera 50 # 68-9, Barranquilla",314231638,com.ShopMaster.Model.Proveedor
Proveedor 1568,891998207,"Carrera 64 # 11-62, Barranquilla",309204802,com.ShopMaster.Model.Proveedor
Proveedor 1569,898321716,"Carrera 34 # 72-100, Medellín",303506496,com.ShopMaster.Model.Proveedor
Proveedor 1570,899741766,"Carrera 78 # 17-84, Medellín",307356020,com.ShopMaster.Model.Proveedor
Proveedor 1571,892574964,"Carrera 6 # 75-5, Medellín",303248008,com.ShopMaster.Model.Proveedor
Proveedor 1572,898358320,"Carrera 56 # 30-100, Cali",313344170,com.ShopMaster.Model.Proveedor
Proveedor 1573,894461431,"Carrera 72 # 97-33, Barranquilla",305644741,com.ShopMaster.Model.Proveedor
Proveedor 1574,896074171,"Carrera 33 # 53-6, Medellín",302532971,com.ShopMaster.Model.Proveedor
Proveedor 1575,898869262,"Carrera 70 # 55-30, Cartagena",304187286,com.ShopMaster.Model.Proveedor
Proveedor 1576,893255129,"Carrera 27 # 45-23, Cartagena",318317760,com.ShopMaster.Model.Proveedor
Proveedor 1577,896589393,"Carrera 39 # 34-41, Barranquilla",301997401,com.ShopMaster.Model.Proveedor
Proveedor 1578,896118381,"Carrera 31 # 16-65, Barranquilla",302127158,com.ShopMaster.Model.Proveedor
Proveedor 1579,893221454,"Carrera 85 # 31-79, Barranquilla",307396055,com.ShopMaster.Model.Proveedor
Proveedor 1580,898898700,"Carrera 83 # 99-54, Cali",307642646,com.ShopMaster.Model.Proveedor
Proveedor 1581,895799067,"Carrera 97 # 52-67, Cartagena",306568221,com.ShopMaster.Model.Proveedor
Proveedor 1582,897755071,"Carrera 5 # 8-76, Barranquilla",302684929,com.ShopMaster.Model.Proveedor
Proveedor 1583,895443516,"Carrera 20 # 40-48, Medellín",306809056,com.ShopMaster.Model.Proveedor
Proveedor 1584,892530784,"Carrera 69 # 99-21, Cartagena",304520333,com.ShopMaster.Model.Proveedor
Proveedor 1585,897326117,"Carrera 56 # 72-69, Cartagena",314331548,com.ShopMaster.Model.Proveedor
Proveedor 1586,895740999,"Carrera 16 # 37-93, Cartagena",315076431,com.ShopMaster.Model.Proveedor
Proveedor 1587,895151961,"Carrera 82 # 66-36, Cartagena",308815742,com.ShopMaster.Model.Proveedor
Proveedor 1588,897330148,"Carrera 47 # 78-88, Bogotá",314853053,com.ShopMaster.Model.Proveedor
Proveedor 1589,891074266,"Carrera 42 # 37-78, Medellín",316807533,com.ShopMaster.Model.Proveedor
Proveedor 1590,897375798,"Carrera 5 # 50-10, Medellín",304564672,com.ShopMaster.Model.Proveedor
Proveedor 1591,893502458,"Carrera 72 # 21-92, Cali",313238692,com.ShopMaster.Model.Proveedor
Proveedor 1592,891204052,"Carrera 31 # 51-87, Barranquilla",309916713,com.ShopMaster.Model.Proveedor
Proveedor 1593,896408072,"Carrera 13 # 38-69, Cartagena",309824738,com.ShopMaster.Model.Proveedor
Proveedor 1594,893097195,"Carrera 26 # 1-62, Cali",312290251,com.ShopMaster.Model.Proveedor
Proveedor 1595,898061657,"Carrera 90 # 51-44, Cali",315076325,com.ShopMaster.Model.Proveedor
Proveedor 1596,895418487,"Carrera 88 # 30-80, Cali",316018554,com.ShopMaster.Model.Proveedor
Proveedor 1597,899163606,"Carrera 51 # 51-42, Cartagena",314438527,com.ShopMaster.Model.Proveedor
Proveedor 1598,892045470,"Carrera 100 # 17-55, Barranquilla",303389898,com.ShopMaster.Model.Proveedor
Proveedor 1599,892692228,"Carrera 17 # 74-63, Cali",309575397,com.ShopMaster.Model.Proveedor
Proveedor 1600,896803017,"Carrera 15 # 22-62, Cartagena",301549219,com.ShopMaster.Model.Proveedor
Proveedor 1601,892481616,"Carrera 21 # 33-28, Bogotá",319413613,com.ShopMaster.Model.Proveedor
Proveedor 1602,893920595,"Carrera 11 # 30-67, Medellín",311864030,com.ShopMaster.Model.Proveedor
Proveedor 1603,898566720,"Carrera 86 # 32-61, Medellín",313997895,com.ShopMaster.Model.Proveedor
Proveedor 1604,896372612,"Carrera 56 # 50-62, Cali",308642993,com.ShopMaster.Model.Proveedor
Proveedor 1605,898335302,"Carrera 89 # 98-79, Medellín",303160567,com.ShopMaster.Model.Proveedor
Proveedor 1606,894394879,"Carrera 8 # 9-59, Bogotá",303685840,com.ShopMaster.Model.Proveedor
Proveedor 1607,899319492,"Carrera 83 # 69-10, Cartagena",303205859,com.ShopMaster.Model.Proveedor
Proveedor 1608,895112505,"Carrera 79 # 80-47, Bogotá",315838802,com.ShopMaster.Model.Proveedor
Proveedor 1609,891933206,"Carrera 83 # 98-35, Barranquilla",306253234,com.ShopMaster.Model.Proveedor
Proveedor 1610,898990902,"Carrera 22 # 29-89, Cali",306811129,com.ShopMaster.Model.Proveedor
Proveedor 1611,897288674,"Carrera 10 # 9-18, Cali",315825310,com.ShopMaster.Model.Proveedor
Proveedor 1612,891939110,"Carrera 79 # 62-4, Barranquilla",307205051,com.ShopMaster.Model.Proveedor
Proveedor 1613,891388277,"Carrera 10 # 45-22, Cartagena",319892011,com.ShopMaster.Model.Proveedor
Proveedor 1614,899490010,"Carrera 6 # 45-100, Cartagena",301993466,com.ShopMaster.Model.Proveedor
Proveedor 1615,899833843,"Carrera 97 # 97-48, Bogotá",312321049,com.ShopMaster.Model.Proveedor
Proveedor 1616,893410245,"Carrera 54 # 83-86, Medellín",312784168,com.ShopMaster.Model.Proveedor
Proveedor 1617,894749583,"Carrera 16 # 19-30, Medellín",303789823,com.ShopMaster.Model.Proveedor
Proveedor 1618,894061988,"Carrera 87 # 37-89, Barranquilla",319027106,com.ShopMaster.Model.Proveedor
Proveedor 1619,897058150,"Carrera 21 # 53-65, Bogotá",306548219,com.ShopMaster.Model.Proveedor
Proveedor 1620,893502325,"Carrera 87 # 89-56, Barranquilla",303151124,com.ShopMaster.Model.Proveedor
Proveedor 1621,891649525,"Carrera 2 # 69-66, Bogotá",305887783,com.ShopMaster.Model.Proveedor
Proveedor 1622,892824823,"Carrera 1 # 99-96, Cartagena",302144698,com.ShopMaster.Model.Proveedor
Proveedor 1623,896463060,"Carrera 19 # 53-79, Cartagena",314484830,com.ShopMaster.Model.Proveedor
Proveedor 1624,897511415,"Carrera 60 # 33-90, Medellín",313840376,com.ShopMaster.Model.Proveedor
Proveedor 1625,891594512,"Carrera 23 # 54-52, Barranquilla",316741366,com.ShopMaster.Model.Proveedor
Proveedor 1626,899714437,"Carrera 8 # 78-73, Barranquilla",319383054,com.ShopMaster.Model.Proveedor
Proveedor 1627,898442091,"Carrera 40 # 13-70, Cartagena",312147274,com.ShopMaster.Model.Proveedor
Proveedor 1628,895048744,"Carrera 44 # 95-88, Medellín",309240262,com.ShopMaster.Model.Proveedor
Proveedor 1629,891471979,"Carrera 7 # 35-17, Cartagena",307586538,com.ShopMaster.Model.Proveedor
Proveedor 1630,896514230,"Carrera 65 # 79-2, Bogotá",319064736,com.ShopMaster.Model.Proveedor
Proveedor 1631,897188426,"Carrera 60 # 40-46, Cali",309342892,com.ShopMaster.Model.Proveedor
Proveedor 1632,895439408,"Carrera 87 # 77-8, Bogotá",313452989,com.ShopMaster.Model.Proveedor
Proveedor 1633,896342180,"Carrera 93 # 79-31, Cali",302875184,com.ShopMaster.Model.Proveedor
Proveedor 1634,893410508,"Carrera 1 # 33-1, Cartagena",301178871,com.ShopMaster.Model.Proveedor
Proveedor 1635,892520474,"Carrera 69 # 68-89, Cartagena",308963488,com.ShopMaster.Model.Proveedor
Proveedor 1636,892308600,"Carrera 95 # 19-9, Cali",307966236,com.ShopMaster.Model.Proveedor
Proveedor 1637,891661218,"Carrera 76 # 33-68, Cali",316058671,com.ShopMaster.Model.Proveedor
Proveedor 1638,892200612,"Carrera 4 # 57-9, Medellín",317777790,com.ShopMaster.Model.Proveedor
Proveedor 1639,897103083,"Carrera 17 # 88-88, Cartagena",311993064,com.ShopMaster.Model.Proveedor
Proveedor 1640,891351633,"Carrera 99 # 78-73, Medellín",308528704,com.ShopMaster.Model.Proveedor
Proveedor 1641,893336209,"Carrera 28 # 85-49, Cali",311205430,com.ShopMaster.Model.Proveedor
Proveedor 1642,896672593,"Carrera 36 # 35-64, Cali",311873358,com.ShopMaster.Model.Proveedor
Proveedor 1643,892231111,"Carrera 73 # 67-86, Medellín",314119474,com.ShopMaster.Model.Proveedor
Proveedor 1644,897484865,"Carrera 60 # 94-28, Barranquilla",302468999,com.ShopMaster.Model.Proveedor
Proveedor 1645,899405608,"Carrera 4 # 19-40, Bogotá",312719487,com.ShopMaster.Model.Proveedor
Proveedor 1646,893830528,"Carrera 14 # 83-25, Barranquilla",306287085,com.ShopMaster.Model.Proveedor
Proveedor 1647,891172019,"Carrera 84 # 37-16, Barranquilla",302226453,com.ShopMaster.Model.Proveedor
Proveedor 1648,892605163,"Carrera 39 # 21-13, Medellín",305511365,com.ShopMaster.Model.Proveedor
Proveedor 1649,899346095,"Carrera 98 # 76-95, Barranquilla",305740819,com.ShopMaster.Model.Proveedor
Proveedor 1650,892363970,"Carrera 90 # 62-48, Cartagena",302647355,com.ShopMaster.Model.Proveedor
Proveedor 1651,893419670,"Carrera 27 # 52-64, Bogotá",311844952,com.ShopMaster.Model.Proveedor
Proveedor 1652,891093166,"Carrera 42 # 43-89, Cartagena",303245594,com.ShopMaster.Model.Proveedor
Proveedor 1653,899146353,"Carrera 19 # 2-52, Cartagena",305963378,com.ShopMaster.Model.Proveedor
Proveedor 1654,897791331,"Carrera 97 # 2-62, Cartagena",317802948,com.ShopMaster.Model.Proveedor
Proveedor 1655,896698869,"Carrera 92 # 23-14, Bogotá",319013928,com.ShopMaster.Model.Proveedor
Proveedor 1656,897207095,"Carrera 22 # 41-70, Bogotá",306508933,com.ShopMaster.Model.Proveedor
Proveedor 1657,895651352,"Carrera 66 # 38-22, Cali",315240880,com.ShopMaster.Model.Proveedor
Proveedor 1658,894308141,"Carrera 23 # 40-32, Medellín",316817478,com.ShopMaster.Model.Proveedor
Proveedor 1659,895707236,"Carrera 9 # 98-82, Cartagena",313581981,com.ShopMaster.Model.Proveedor
Proveedor 1660,895695224,"Carrera 81 # 96-95, Bogotá",316111712,com.ShopMaster.Model.Proveedor
Proveedor 1661,895390939,"Carrera 78 # 15-89, Medellín",311719842,com.ShopMaster.Model.Proveedor
Proveedor 1662,895754746,"Carrera 24 # 22-90, Barranquilla",311759620,com.ShopMaster.Model.Proveedor
Proveedor 1663,891352938,"Carrera 25 # 3-38, Cali",314593938,com.ShopMaster.Model.Proveedor
Proveedor 1664,891324122,"Carrera 59 # 70-50, Bogotá",312406880,com.ShopMaster.Model.Proveedor
Proveedor 1665,897958250,"Carrera 10 # 60-55, Medellín",317267189,com.ShopMaster.Model.Proveedor
Proveedor 1666,891289354,"Carrera 81 # 82-43, Bogotá",316658425,com.ShopMaster.Model.Proveedor
Proveedor 1667,892061129,"Carrera 21 # 19-98, Cali",303363475,com.ShopMaster.Model.Proveedor
Proveedor 1668,892121249,"Carrera 4 # 8-50, Barranquilla",306850478,com.ShopMaster.Model.Proveedor
Proveedor 1669,894510079,"Carrera 93 # 17-27, Cali",307098370,com.ShopMaster.Model.Proveedor
Proveedor 1670,892309483,"Carrera 9 # 60-38, Medellín",308538848,com.ShopMaster.Model.Proveedor
Proveedor 1671,896057577,"Carrera 8 # 72-60, Medellín",309790437,com.ShopMaster.Model.Proveedor
Proveedor 1672,895965556,"Carrera 81 # 34-100, Medellín",312321195,com.ShopMaster.Model.Proveedor
Proveedor 1673,894349399,"Carrera 53 # 72-51, Medellín",308125899,com.ShopMaster.Model.Proveedor
Proveedor 1674,898439513,"Carrera 95 # 66-70, Medellín",301217973,com.ShopMaster.Model.Proveedor
Proveedor 1675,897149609,"Carrera 35 # 13-10, Cartagena",317248746,com.ShopMaster.Model.Proveedor
Proveedor 1676,896152442,"Carrera 78 # 87-18, Cali",317600003,com.ShopMaster.Model.Proveedor
Proveedor 1677,893827956,"Carrera 27 # 76-64, Barranquilla",306981859,com.ShopMaster.Model.Proveedor
Proveedor 1678,896404201,"Carrera 82 # 5-58, Cartagena",312617525,com.ShopMaster.Model.Proveedor
Proveedor 1679,895669588,"Carrera 57 # 37-2, Bogotá",312055844,com.ShopMaster.Model.Proveedor
Proveedor 1680,899553612,"Carrera 52 # 64-35, Barranquilla",312319893,com.ShopMaster.Model.Proveedor
Proveedor 1681,894094169,"Carrera 28 # 83-30, Cartagena",314745057,com.ShopMaster.Model.Proveedor
Proveedor 1682,896659256,"Carrera 64 # 44-19, Cali",315841839,com.ShopMaster.Model.Proveedor
Proveedor 1683,896060585,"Carrera 66 # 79-57, Medellín",311524967,com.ShopMaster.Model.Proveedor
Proveedor 1684,892825009,"Carrera 82 # 94-47, Medellín",312274897,com.ShopMaster.Model.Proveedor
Proveedor 1685,892263784,"Carrera 53 # 63-31, Bogotá",303188961,com.ShopMaster.Model.Proveedor
Proveedor 1686,898227517,"Carrera 82 # 92-49, Cali",312786532,com.ShopMaster.Model.Proveedor
Proveedor 1687,896158852,"Carrera 6 # 37-47, Barranquilla",316475845,com.ShopMaster.Model.Proveedor
Proveedor 1688,893636581,"Carrera 57 # 53-70, Medellín",315517694,com.ShopMaster.Model.Proveedor
Proveedor 1689,894699438,"Carrera 29 # 26-71, Cali",315372236,com.ShopMaster.Model.Proveedor
Proveedor 1690,899498495,"Carrera 31 # 40-17, Medellín",312603613,com.ShopMaster.Model.Proveedor
Proveedor 1691,891885463,"Carrera 65 # 33-60, Bogotá",312982926,com.ShopMaster.Model.Proveedor
Proveedor 1692,891073141,"Carrera 97 # 100-42, Barranquilla",305672657,com.ShopMaster.Model.Proveedor
Proveedor 1693,898020877,"Carrera 59 # 3-62, Bogotá",302643722,com.ShopMaster.Model.Proveedor
Proveedor 1694,892914845,"Carrera 68 # 73-74, Bogotá",317786035,com.ShopMaster.Model.Proveedor
Proveedor 1695,891183890,"Carrera 17 # 91-99, Barranquilla",313809625,com.ShopMaster.Model.Proveedor
Proveedor 1696,894318646,"Carrera 95 # 65-59, Bogotá",315653820,com.ShopMaster.Model.Proveedor
Proveedor 1697,892357606,"Carrera 60 # 43-9, Cali",316787527,com.ShopMaster.Model.Proveedor
Proveedor 1698,893350912,"Carrera 79 # 18-88, Barranquilla",311839872,com.ShopMaster.Model.Proveedor
Proveedor 1699,891918151,"Carrera 59 # 53-3, Bogotá",315645085,com.ShopMaster.Model.Proveedor
Proveedor 1700,899923921,"Carrera 35 # 59-69, Medellín",309094918,com.ShopMaster.Model.Proveedor
Proveedor 1701,891394158,"Carrera 75 # 11-49, Bogotá",301211840,com.ShopMaster.Model.Proveedor
Proveedor 1702,899986320,"Carrera 92 # 58-82, Cartagena",313221326,com.ShopMaster.Model.Proveedor
Proveedor 1703,891947764,"Carrera 83 # 98-58, Bogotá",311297681,com.ShopMaster.Model.Proveedor
Proveedor 1704,892457357,"Carrera 79 # 36-80, Medellín",304526579,com.ShopMaster.Model.Proveedor
Proveedor 1705,891178068,"Carrera 99 # 58-30, Cartagena",316134001,com.ShopMaster.Model.Proveedor
Proveedor 1706,897359983,"Carrera 85 # 100-70, Cartagena",317258680,com.ShopMaster.Model.Proveedor
Proveedor 1707,893292394,"Carrera 64 # 2-93, Cartagena",318729355,com.ShopMaster.Model.Proveedor
Proveedor 1708,896533318,"Carrera 98 # 26-46, Barranquilla",303722827,com.ShopMaster.Model.Proveedor
Proveedor 1709,895206472,"Carrera 52 # 15-17, Barranquilla",312434247,com.ShopMaster.Model.Proveedor
Proveedor 1710,893559520,"Carrera 81 # 77-65, Cali",304051712,com.ShopMaster.Model.Proveedor
Proveedor 1711,894646923,"Carrera 99 # 73-15, Medellín",302450844,com.ShopMaster.Model.Proveedor
Proveedor 1712,893329163,"Carrera 81 # 63-40, Cali",313727673,com.ShopMaster.Model.Proveedor
Proveedor 1713,896981656,"Carrera 18 # 59-32, Cartagena",308227682,com.ShopMaster.Model.Proveedor
Proveedor 1714,896512908,"Carrera 44 # 88-45, Medellín",305915482,com.ShopMaster.Model.Proveedor
Proveedor 1715,899087381,"Carrera 50 # 9-49, Medellín",319107340,com.ShopMaster.Model.Proveedor
Proveedor 1716,899053023,"Carrera 4 # 22-73, Barranquilla",315676467,com.ShopMaster.Model.Proveedor
Proveedor 1717,893497096,"Carrera 65 # 64-34, Bogotá",305641920,com.ShopMaster.Model.Proveedor
Proveedor 1718,897015236,"Carrera 28 # 20-86, Barranquilla",319958513,com.ShopMaster.Model.Proveedor
Proveedor 1719,899484183,"Carrera 20 # 30-60, Medellín",314890939,com.ShopMaster.Model.Proveedor
Proveedor 1720,895435218,"Carrera 14 # 5-71, Bogotá",309622293,com.ShopMaster.Model.Proveedor
Proveedor 1721,891332832,"Carrera 1 # 27-59, Medellín",317762903,com.ShopMaster.Model.Proveedor
Proveedor 1722,894555598,"Carrera 4 # 5-8, Medellín",309372371,com.ShopMaster.Model.Proveedor
Proveedor 1723,897032364,"Carrera 15 # 51-78, Medellín",317009216,com.ShopMaster.Model.Proveedor
Proveedor 1724,898131573,"Carrera 89 # 95-4, Barranquilla",305225018,com.ShopMaster.Model.Proveedor
Proveedor 1725,895594293,"Carrera 4 # 39-19, Cartagena",303191707,com.ShopMaster.Model.Proveedor
Proveedor 1726,898194269,"Carrera 57 # 91-7, Barranquilla",316575635,com.ShopMaster.Model.Proveedor
Proveedor 1727,894645442,"Carrera 82 # 34-56, Cartagena",319273364,com.ShopMaster.Model.Proveedor
Proveedor 1728,899948418,"Carrera 76 # 77-100, Cali",312526574,com.ShopMaster.Model.Proveedor
Proveedor 1729,893742826,"Carrera 93 # 26-94, Cartagena",317560179,com.ShopMaster.Model.Proveedor
Proveedor 1730,899602613,"Carrera 83 # 4-55, Cali",314217001,com.ShopMaster.Model.Proveedor
Proveedor 1731,895472129,"Carrera 60 # 83-6, Medellín",308353954,com.ShopMaster.Model.Proveedor
Proveedor 1732,892635485,"Carrera 27 # 44-82, Barranquilla",309099526,com.ShopMaster.Model.Proveedor
Proveedor 1733,896989762,"Carrera 76 # 61-73, Cali",306330612,com.ShopMaster.Model.Proveedor
Proveedor 1734,896647607,"Carrera 75 # 51-93, Cartagena",303614221,com.ShopMaster.Model.Proveedor
Proveedor 1735,898403383,"Carrera 19 # 30-71, Barranquilla",304111957,com.ShopMaster.Model.Proveedor
Proveedor 1736,899177977,"Carrera 3 # 78-82, Medellín",315642539,com.ShopMaster.Model.Proveedor
Proveedor 1737,898298359,"Carrera 75 # 43-11, Cartagena",307320469,com.ShopMaster.Model.Proveedor
Proveedor 1738,899661497,"Carrera 98 # 39-97, Bogotá",318771388,com.ShopMaster.Model.Proveedor
Proveedor 1739,895740448,"Carrera 38 # 15-42, Medellín",318180365,com.ShopMaster.Model.Proveedor
Proveedor 1740,895167292,"Carrera 26 # 72-61, Medellín",319317025,com.ShopMaster.Model.Proveedor
Proveedor 1741,891536469,"Carrera 28 # 48-22, Bogotá",311423842,com.ShopMaster.Model.Proveedor
Proveedor 1742,899033254,"Carrera 79 # 97-31, Medellín",304017503,com.ShopMaster.Model.Proveedor
Proveedor 1743,895548720,"Carrera 64 # 46-80, Barranquilla",312608715,com.ShopMaster.Model.Proveedor
Proveedor 1744,891309193,"Carrera 33 # 43-25, Bogotá",304493206,com.ShopMaster.Model.Proveedor
Proveedor 1745,894228449,"Carrera 81 # 99-29, Cali",309452496,com.ShopMaster.Model.Proveedor
Proveedor 1746,894249992,"Carrera 75 # 59-84, Medellín",313186450,com.ShopMaster.Model.Proveedor
Proveedor 1747,899879785,"Carrera 20 # 24-79, Medellín",319559883,com.ShopMaster.Model.Proveedor
Proveedor 1748,899181229,"Carrera 72 # 66-92, Bogotá",301970020,com.ShopMaster.Model.Proveedor
Proveedor 1749,895144004,"Carrera 13 # 28-63, Cali",316151900,com.ShopMaster.Model.Proveedor
Proveedor 1750,892128745,"Carrera 93 # 77-69, Barranquilla",307730188,com.ShopMaster.Model.Proveedor
Proveedor 1751,892492197,"Carrera 76 # 13-98, Cali",314392977,com.ShopMaster.Model.Proveedor
Proveedor 1752,898662007,"Carrera 48 # 89-82, Barranquilla",311041481,com.ShopMaster.Model.Proveedor
Proveedor 1753,891875310,"Carrera 63 # 28-34, Cartagena",305824449,com.ShopMaster.Model.Proveedor
Proveedor 1754,897070986,"Carrera 81 # 23-57, Medellín",303552192,com.ShopMaster.Model.Proveedor
Proveedor 1755,891024280,"Carrera 49 # 100-43, Cartagena",307985233,com.ShopMaster.Model.Proveedor
Proveedor 1756,894368050,"Carrera 50 # 63-20, Medellín",304121912,com.ShopMaster.Model.Proveedor
Proveedor 1757,892679250,"Carrera 61 # 52-48, Cartagena",307624766,com.ShopMaster.Model.Proveedor
Proveedor 1758,894394669,"Carrera 66 # 29-34, Bogotá",304308133,com.ShopMaster.Model.Proveedor
Proveedor 1759,895886771,"Carrera 6 # 42-34, Cali",312105064,com.ShopMaster.Model.Proveedor
Proveedor 1760,895490869,"Carrera 33 # 67-100, Cali",304336049,com.ShopMaster.Model.Proveedor
Proveedor 1761,893534661,"Carrera 10 # 38-91, Cali",315883780,com.ShopMaster.Model.Proveedor
Proveedor 1762,894885104,"Carrera 41 # 83-57, Medellín",319723296,com.ShopMaster.Model.Proveedor
Proveedor 1763,892297750,"Carrera 31 # 84-13, Cali",307333041,com.ShopMaster.Model.Proveedor
Proveedor 1764,898714374,"Carrera 66 # 2-51, Cali",307099185,com.ShopMaster.Model.Proveedor
Proveedor 1765,896868814,"Carrera 99 # 23-45, Cartagena",304668833,com.ShopMaster.Model.Proveedor
Proveedor 1766,893810079,"Carrera 82 # 73-48, Barranquilla",304140611,com.ShopMaster.Model.Proveedor
Proveedor 1767,893933630,"Carrera 6 # 52-3, Cartagena",316209522,com.ShopMaster.Model.Proveedor
Proveedor 1768,891960605,"Carrera 88 # 30-33, Cali",306251849,com.ShopMaster.Model.Proveedor
Proveedor 1769,899162368,"Carrera 56 # 35-10, Barranquilla",319301449,com.ShopMaster.Model.Proveedor
Proveedor 1770,897809197,"Carrera 55 # 48-4, Bogotá",306880732,com.ShopMaster.Model.Proveedor
Proveedor 1771,896577862,"Carrera 12 # 4-55, Cali",317495228,com.ShopMaster.Model.Proveedor
Proveedor 1772,897884990,"Carrera 31 # 84-44, Medellín",311091954,com.ShopMaster.Model.Proveedor
Proveedor 1773,898798945,"Carrera 68 # 93-97, Barranquilla",318588822,com.ShopMaster.Model.Proveedor
Proveedor 1774,895043528,"Carrera 82 # 100-80, Bogotá",304638714,com.ShopMaster.Model.Proveedor
Proveedor 1775,898829797,"Carrera 35 # 31-61, Bogotá",308624629,com.ShopMaster.Model.Proveedor
Proveedor 1776,891777533,"Carrera 17 # 73-44, Cali",313845906,com.ShopMaster.Model.Proveedor
